@HD	VN:1.6
@SQ	SN:Contig005504_C_parapsilosis_CDC317	LN:898305	M5:e984704923a1a20d09ff8f42fc5d4404	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
@SQ	SN:Contig005569_C_parapsilosis_CDC317	LN:2235583	M5:f4efb2243aa065c7c3dcc7261b5b9212	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
@SQ	SN:Contig005806_C_parapsilosis_CDC317	LN:1039767	M5:d21cf10f877289c51c2d58a1cdcd4277	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
@SQ	SN:Contig005807_C_parapsilosis_CDC317	LN:2091826	M5:7a239b7fb56c6342271a3e8d71739bfd	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
@SQ	SN:Contig005809_C_parapsilosis_CDC317	LN:3023470	M5:671f162f0793223cb1a51815caa73b21	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
@SQ	SN:Contig006110_C_parapsilosis_CDC317	LN:957321	M5:13dcfd81290ee2d847806309da48b8ba	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
@SQ	SN:Contig006139_C_parapsilosis_CDC317	LN:962442	M5:51048d416742f3cc1a9a881d93cf7318	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
@SQ	SN:Contig006372_C_parapsilosis_CDC317	LN:1789679	M5:b4e2b46d47e6e2d2a68d56e66d1caef8	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
@SQ	SN:mito_C_parapsilosis_CDC317	LN:31781	M5:154da44485e3d21c2a32288e05f71f67	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
CONTIG	START	END	GC_CONTENT
Contig006110_C_parapsilosis_CDC317	780434	782815	0.392947
Contig006110_C_parapsilosis_CDC317	783029	783526	0.391566
Contig006110_C_parapsilosis_CDC317	785110	786855	0.418671
Contig006110_C_parapsilosis_CDC317	787230	788969	0.410345
Contig006110_C_parapsilosis_CDC317	789535	791262	0.408565
Contig006110_C_parapsilosis_CDC317	792649	794043	0.370609
Contig006110_C_parapsilosis_CDC317	794159	795706	0.417313
Contig006110_C_parapsilosis_CDC317	796252	798048	0.407902
Contig006110_C_parapsilosis_CDC317	798077	800860	0.386135
Contig006110_C_parapsilosis_CDC317	800992	802470	0.418526
Contig006110_C_parapsilosis_CDC317	802663	803535	0.390607
Contig006110_C_parapsilosis_CDC317	803615	804538	0.399351
Contig006110_C_parapsilosis_CDC317	805538	806566	0.443149
Contig006110_C_parapsilosis_CDC317	806957	808951	0.402506
Contig006110_C_parapsilosis_CDC317	809063	812218	0.408745
Contig006110_C_parapsilosis_CDC317	812324	813772	0.404417
Contig006110_C_parapsilosis_CDC317	815055	816686	0.393382
Contig006110_C_parapsilosis_CDC317	817524	818552	0.440233
Contig006110_C_parapsilosis_CDC317	819547	820215	0.426009
Contig006110_C_parapsilosis_CDC317	820216	820839	0.387821
Contig006110_C_parapsilosis_CDC317	820906	822933	0.396450
Contig006110_C_parapsilosis_CDC317	823043	824017	0.383590
Contig006110_C_parapsilosis_CDC317	824489	825337	0.444052
Contig006110_C_parapsilosis_CDC317	826203	826793	0.404399
Contig006110_C_parapsilosis_CDC317	827164	828564	0.418986
Contig006110_C_parapsilosis_CDC317	829918	831771	0.420712
Contig006110_C_parapsilosis_CDC317	831857	833503	0.412872
Contig006110_C_parapsilosis_CDC317	833728	835776	0.403612
Contig006110_C_parapsilosis_CDC317	835797	836735	0.413206
Contig006110_C_parapsilosis_CDC317	836955	838352	0.417740
Contig006110_C_parapsilosis_CDC317	838539	838860	0.326087
Contig006110_C_parapsilosis_CDC317	839165	840772	0.432214
Contig006110_C_parapsilosis_CDC317	840954	844142	0.389777
Contig006110_C_parapsilosis_CDC317	844224	846656	0.379778
Contig006110_C_parapsilosis_CDC317	848377	849126	0.362667
Contig006110_C_parapsilosis_CDC317	850664	851113	0.373333
Contig006110_C_parapsilosis_CDC317	852080	853816	0.399539
Contig006110_C_parapsilosis_CDC317	855557	856225	0.402093
Contig006110_C_parapsilosis_CDC317	856248	856819	0.395105
Contig006110_C_parapsilosis_CDC317	856990	858327	0.416293
Contig006110_C_parapsilosis_CDC317	859284	860525	0.415459
Contig006110_C_parapsilosis_CDC317	860787	862523	0.399539
Contig006110_C_parapsilosis_CDC317	863170	864738	0.383684
Contig006110_C_parapsilosis_CDC317	864906	865559	0.448012
Contig006110_C_parapsilosis_CDC317	867735	871094	0.399107
Contig006110_C_parapsilosis_CDC317	871197	874040	0.386779
Contig006110_C_parapsilosis_CDC317	876557	879373	0.371317
Contig006110_C_parapsilosis_CDC317	879572	880192	0.380032
Contig006110_C_parapsilosis_CDC317	880451	880747	0.363636
Contig006110_C_parapsilosis_CDC317	881322	882650	0.372460
Contig006110_C_parapsilosis_CDC317	882894	883394	0.359281
Contig006110_C_parapsilosis_CDC317	885309	886031	0.356846
Contig006110_C_parapsilosis_CDC317	887286	889394	0.377430
Contig006110_C_parapsilosis_CDC317	890373	892115	0.434882
Contig006110_C_parapsilosis_CDC317	893198	893884	0.342067
Contig006110_C_parapsilosis_CDC317	898324	899976	0.388990
Contig006110_C_parapsilosis_CDC317	900051	902159	0.393551
Contig006110_C_parapsilosis_CDC317	906361	909468	0.406371
Contig006110_C_parapsilosis_CDC317	909783	910649	0.388697
Contig006110_C_parapsilosis_CDC317	911559	912380	0.407543
Contig006110_C_parapsilosis_CDC317	912871	913647	0.401544
Contig006110_C_parapsilosis_CDC317	914156	914581	0.373239
Contig006110_C_parapsilosis_CDC317	914614	915879	0.416272
Contig006110_C_parapsilosis_CDC317	916000	917127	0.391844
Contig006110_C_parapsilosis_CDC317	917226	918878	0.397459
Contig006110_C_parapsilosis_CDC317	918928	922422	0.402575
Contig006110_C_parapsilosis_CDC317	922746	926702	0.410412
Contig006110_C_parapsilosis_CDC317	926733	927251	0.393064
Contig006110_C_parapsilosis_CDC317	928054	930780	0.388339
Contig006110_C_parapsilosis_CDC317	930911	931987	0.403900
Contig006110_C_parapsilosis_CDC317	932693	933220	0.369318
Contig006110_C_parapsilosis_CDC317	933536	934030	0.400000
Contig006110_C_parapsilosis_CDC317	934431	934988	0.424731
Contig006110_C_parapsilosis_CDC317	935710	936327	0.372168
Contig006110_C_parapsilosis_CDC317	936348	941273	0.402152
Contig006110_C_parapsilosis_CDC317	942263	944288	0.369200
Contig006110_C_parapsilosis_CDC317	944426	945673	0.407051
Contig006110_C_parapsilosis_CDC317	947136	948635	0.419333
Contig006110_C_parapsilosis_CDC317	948943	949908	0.424431
Contig006110_C_parapsilosis_CDC317	950443	951327	0.404520
Contig006110_C_parapsilosis_CDC317	951569	951973	0.380247
Contig006110_C_parapsilosis_CDC317	952380	954605	0.410602
Contig006139_C_parapsilosis_CDC317	1997	3736	0.428736
Contig006139_C_parapsilosis_CDC317	3900	8459	0.405702
Contig006139_C_parapsilosis_CDC317	8612	10348	0.385723
Contig006139_C_parapsilosis_CDC317	11112	12377	0.406793
Contig006139_C_parapsilosis_CDC317	12473	18004	0.405459
Contig006139_C_parapsilosis_CDC317	18188	19300	0.418688
Contig006139_C_parapsilosis_CDC317	19867	20397	0.384181
Contig006139_C_parapsilosis_CDC317	21212	21649	0.472603
Contig006139_C_parapsilosis_CDC317	22341	22796	0.403509
Contig006139_C_parapsilosis_CDC317	23006	25387	0.377414
Contig006139_C_parapsilosis_CDC317	25462	26304	0.403321
Contig006139_C_parapsilosis_CDC317	26339	30460	0.393256
Contig006139_C_parapsilosis_CDC317	30680	31435	0.399471
Contig006139_C_parapsilosis_CDC317	32179	33876	0.412839
Contig006139_C_parapsilosis_CDC317	34580	35497	0.384532
Contig006139_C_parapsilosis_CDC317	35560	38232	0.368500
Contig006139_C_parapsilosis_CDC317	40306	42162	0.409801
Contig006139_C_parapsilosis_CDC317	42417	43760	0.374256
Contig006139_C_parapsilosis_CDC317	43776	44663	0.384009
Contig006139_C_parapsilosis_CDC317	44981	48463	0.442722
Contig006139_C_parapsilosis_CDC317	49021	50706	0.392052
Contig006139_C_parapsilosis_CDC317	50819	52204	0.393939
Contig006139_C_parapsilosis_CDC317	52507	53511	0.430846
Contig006139_C_parapsilosis_CDC317	53637	57119	0.395062
Contig006139_C_parapsilosis_CDC317	57264	58805	0.381971
Contig006139_C_parapsilosis_CDC317	59189	59857	0.399103
Contig006139_C_parapsilosis_CDC317	59943	61877	0.387597
Contig006139_C_parapsilosis_CDC317	63690	64994	0.402299
Contig006139_C_parapsilosis_CDC317	65336	67738	0.398252
Contig006139_C_parapsilosis_CDC317	68663	69787	0.371556
Contig006139_C_parapsilosis_CDC317	69924	71654	0.408434
Contig006139_C_parapsilosis_CDC317	73533	74321	0.423321
Contig006139_C_parapsilosis_CDC317	74441	74997	0.427289
Contig006139_C_parapsilosis_CDC317	77142	77354	0.389671
Contig006139_C_parapsilosis_CDC317	77852	78079	0.333333
Contig006139_C_parapsilosis_CDC317	78384	81686	0.378444
Contig006139_C_parapsilosis_CDC317	81812	83968	0.389430
Contig006139_C_parapsilosis_CDC317	84528	84773	0.422764
Contig006139_C_parapsilosis_CDC317	84929	85522	0.424242
Contig006139_C_parapsilosis_CDC317	86258	88135	0.392971
Contig006139_C_parapsilosis_CDC317	88798	91167	0.383122
Contig006139_C_parapsilosis_CDC317	91207	92163	0.410658
Contig006139_C_parapsilosis_CDC317	92257	93096	0.410714
Contig006139_C_parapsilosis_CDC317	93126	94079	0.432914
Contig006139_C_parapsilosis_CDC317	94242	94676	0.400000
Contig006139_C_parapsilosis_CDC317	95074	97629	0.426056
Contig006139_C_parapsilosis_CDC317	97814	100426	0.373517
Contig006139_C_parapsilosis_CDC317	100825	109089	0.395765
Contig006139_C_parapsilosis_CDC317	111513	112712	0.415000
Contig006139_C_parapsilosis_CDC317	114678	115703	0.407407
Contig006139_C_parapsilosis_CDC317	116351	117885	0.400000
Contig006139_C_parapsilosis_CDC317	118189	119745	0.410405
Contig006139_C_parapsilosis_CDC317	120022	121008	0.379939
Contig006139_C_parapsilosis_CDC317	121098	122756	0.403858
Contig006139_C_parapsilosis_CDC317	123151	124989	0.404024
Contig006139_C_parapsilosis_CDC317	125042	126412	0.414296
Contig006139_C_parapsilosis_CDC317	127079	131281	0.410183
Contig006139_C_parapsilosis_CDC317	131429	132829	0.345468
Contig006139_C_parapsilosis_CDC317	134099	136408	0.407792
Contig006139_C_parapsilosis_CDC317	136599	137144	0.439560
Contig006139_C_parapsilosis_CDC317	137342	138499	0.424007
Contig006139_C_parapsilosis_CDC317	142349	144265	0.437663
Contig006139_C_parapsilosis_CDC317	144565	146844	0.398684
Contig006139_C_parapsilosis_CDC317	146942	147208	0.314607
Contig006139_C_parapsilosis_CDC317	147532	148848	0.390281
Contig006139_C_parapsilosis_CDC317	151545	154616	0.448568
Contig006139_C_parapsilosis_CDC317	154916	158752	0.381287
Contig006139_C_parapsilosis_CDC317	158867	160123	0.386635
Contig006139_C_parapsilosis_CDC317	163349	163600	0.293651
Contig006139_C_parapsilosis_CDC317	165671	167737	0.412675
Contig006139_C_parapsilosis_CDC317	169355	170821	0.386503
Contig006139_C_parapsilosis_CDC317	171050	171850	0.373283
Contig006139_C_parapsilosis_CDC317	172628	177682	0.426904
Contig006139_C_parapsilosis_CDC317	178539	179687	0.366406
Contig006139_C_parapsilosis_CDC317	179937	181223	0.376845
Contig006139_C_parapsilosis_CDC317	181356	182144	0.401774
Contig006139_C_parapsilosis_CDC317	182273	183958	0.407473
Contig006139_C_parapsilosis_CDC317	185092	186066	0.402051
Contig006139_C_parapsilosis_CDC317	188751	189716	0.397516
Contig006139_C_parapsilosis_CDC317	189847	191616	0.394350
Contig006139_C_parapsilosis_CDC317	191782	193152	0.390226
Contig006139_C_parapsilosis_CDC317	193176	194297	0.390374
Contig006139_C_parapsilosis_CDC317	194570	196732	0.403606
Contig006139_C_parapsilosis_CDC317	197238	198332	0.403653
Contig006139_C_parapsilosis_CDC317	198922	199170	0.397590
Contig006139_C_parapsilosis_CDC317	199328	201190	0.398819
Contig006139_C_parapsilosis_CDC317	201388	202827	0.386806
Contig006139_C_parapsilosis_CDC317	203527	205038	0.400132
Contig006139_C_parapsilosis_CDC317	208592	210244	0.398064
Contig006139_C_parapsilosis_CDC317	212488	214677	0.379909
Contig006139_C_parapsilosis_CDC317	214937	216481	0.377994
Contig006139_C_parapsilosis_CDC317	216826	217410	0.382906
Contig006139_C_parapsilosis_CDC317	219180	220457	0.375587
Contig006139_C_parapsilosis_CDC317	220924	221739	0.361520
Contig006139_C_parapsilosis_CDC317	222013	222405	0.361323
Contig006139_C_parapsilosis_CDC317	223040	223903	0.359954
Contig006139_C_parapsilosis_CDC317	224594	225913	0.414394
Contig006139_C_parapsilosis_CDC317	226246	230619	0.375171
Contig006139_C_parapsilosis_CDC317	230657	232207	0.362347
Contig006139_C_parapsilosis_CDC317	232633	235623	0.372451
Contig006139_C_parapsilosis_CDC317	235713	236627	0.358470
Contig006139_C_parapsilosis_CDC317	237104	238870	0.397849
Contig006139_C_parapsilosis_CDC317	240897	242597	0.390359
Contig006139_C_parapsilosis_CDC317	243585	244451	0.434833
Contig006139_C_parapsilosis_CDC317	244853	245689	0.371565
Contig006139_C_parapsilosis_CDC317	246016	250347	0.392659
Contig006139_C_parapsilosis_CDC317	252412	253596	0.372152
Contig006139_C_parapsilosis_CDC317	253932	254510	0.402418
Contig006139_C_parapsilosis_CDC317	256099	256653	0.372973
Contig006139_C_parapsilosis_CDC317	256705	257112	0.384804
Contig006139_C_parapsilosis_CDC317	257804	259345	0.387808
Contig006139_C_parapsilosis_CDC317	263648	266056	0.373184
Contig006139_C_parapsilosis_CDC317	266856	268676	0.348160
Contig006139_C_parapsilosis_CDC317	268882	269682	0.408240
Contig006139_C_parapsilosis_CDC317	269748	270587	0.432143
Contig006139_C_parapsilosis_CDC317	270888	271727	0.436905
Contig006139_C_parapsilosis_CDC317	272614	273453	0.425000
Contig006139_C_parapsilosis_CDC317	273857	274702	0.423168
Contig006139_C_parapsilosis_CDC317	275254	277170	0.425143
Contig006139_C_parapsilosis_CDC317	277913	278440	0.405303
Contig006139_C_parapsilosis_CDC317	279250	281166	0.401669
Contig006139_C_parapsilosis_CDC317	281312	282541	0.396748
Contig006139_C_parapsilosis_CDC317	282558	283811	0.405104
Contig006139_C_parapsilosis_CDC317	284296	287052	0.437069
Contig006139_C_parapsilosis_CDC317	287117	287634	0.376448
Contig006139_C_parapsilosis_CDC317	288498	289610	0.400719
Contig006139_C_parapsilosis_CDC317	289669	290442	0.360465
Contig006139_C_parapsilosis_CDC317	290581	292272	0.404846
Contig006139_C_parapsilosis_CDC317	297681	298328	0.486111
Contig006139_C_parapsilosis_CDC317	298489	298830	0.456140
Contig006139_C_parapsilosis_CDC317	299408	301423	0.373512
Contig006139_C_parapsilosis_CDC317	301477	302874	0.390558
Contig006139_C_parapsilosis_CDC317	304346	306259	0.385057
Contig006139_C_parapsilosis_CDC317	308720	310672	0.381464
Contig006139_C_parapsilosis_CDC317	311067	313217	0.399349
Contig006139_C_parapsilosis_CDC317	313660	314403	0.345430
Contig006139_C_parapsilosis_CDC317	316568	317725	0.389465
Contig006139_C_parapsilosis_CDC317	320494	321858	0.375824
Contig006139_C_parapsilosis_CDC317	322318	324453	0.421348
Contig006139_C_parapsilosis_CDC317	324559	327165	0.383966
Contig006139_C_parapsilosis_CDC317	327335	329647	0.397752
Contig006139_C_parapsilosis_CDC317	329712	329879	0.386905
Contig006139_C_parapsilosis_CDC317	330000	331058	0.389991
Contig006139_C_parapsilosis_CDC317	331097	340282	0.395058
Contig006139_C_parapsilosis_CDC317	340767	341333	0.409171
Contig006139_C_parapsilosis_CDC317	341606	342748	0.404199
Contig006139_C_parapsilosis_CDC317	342938	343556	0.397415
Contig006139_C_parapsilosis_CDC317	343805	347305	0.416167
Contig006139_C_parapsilosis_CDC317	347396	348589	0.407873
Contig006139_C_parapsilosis_CDC317	348606	349973	0.382310
Contig006139_C_parapsilosis_CDC317	350780	352855	0.416667
Contig006139_C_parapsilosis_CDC317	352926	354926	0.388806
Contig006139_C_parapsilosis_CDC317	355104	355986	0.408834
Contig006139_C_parapsilosis_CDC317	356512	358272	0.405451
Contig006139_C_parapsilosis_CDC317	358378	361437	0.373203
Contig006139_C_parapsilosis_CDC317	362272	364671	0.385000
Contig006139_C_parapsilosis_CDC317	368061	369083	0.381232
Contig006139_C_parapsilosis_CDC317	369727	373335	0.391244
Contig006139_C_parapsilosis_CDC317	373662	377528	0.410137
Contig006139_C_parapsilosis_CDC317	379164	382634	0.386056
Contig006139_C_parapsilosis_CDC317	382669	384270	0.385768
Contig006139_C_parapsilosis_CDC317	384969	385445	0.406709
Contig006139_C_parapsilosis_CDC317	385475	387301	0.378763
Contig006139_C_parapsilosis_CDC317	387713	392050	0.403181
Contig006139_C_parapsilosis_CDC317	392510	396058	0.393068
Contig006139_C_parapsilosis_CDC317	398362	398682	0.404984
Contig006139_C_parapsilosis_CDC317	398826	400304	0.384719
Contig006139_C_parapsilosis_CDC317	400618	402009	0.382902
Contig006139_C_parapsilosis_CDC317	402829	403622	0.405542
Contig006139_C_parapsilosis_CDC317	403850	404668	0.389499
Contig006139_C_parapsilosis_CDC317	405122	407426	0.380911
Contig006139_C_parapsilosis_CDC317	407852	411004	0.401205
Contig006139_C_parapsilosis_CDC317	412541	414154	0.352540
Contig006139_C_parapsilosis_CDC317	414253	416112	0.400538
Contig006139_C_parapsilosis_CDC317	416276	417598	0.386243
Contig006139_C_parapsilosis_CDC317	417622	418341	0.344444
Contig006139_C_parapsilosis_CDC317	419105	421099	0.385965
Contig006139_C_parapsilosis_CDC317	421202	421696	0.408081
Contig006139_C_parapsilosis_CDC317	422435	423511	0.425255
Contig006139_C_parapsilosis_CDC317	426681	428129	0.400966
Contig006139_C_parapsilosis_CDC317	429170	430657	0.399866
Contig006139_C_parapsilosis_CDC317	430859	431671	0.396064
Contig006139_C_parapsilosis_CDC317	431920	432467	0.366788
Contig006139_C_parapsilosis_CDC317	432522	432812	0.388316
Contig006139_C_parapsilosis_CDC317	433290	433568	0.362007
Contig006139_C_parapsilosis_CDC317	433577	434752	0.427721
Contig006139_C_parapsilosis_CDC317	435202	435825	0.376603
Contig006139_C_parapsilosis_CDC317	436390	437874	0.361616
Contig006139_C_parapsilosis_CDC317	439238	441649	0.413350
Contig006139_C_parapsilosis_CDC317	442428	443564	0.385224
Contig006139_C_parapsilosis_CDC317	443709	444449	0.385965
Contig006139_C_parapsilosis_CDC317	444765	446234	0.380272
Contig006139_C_parapsilosis_CDC317	446265	448145	0.395534
Contig006139_C_parapsilosis_CDC317	448811	450073	0.410926
Contig006139_C_parapsilosis_CDC317	450255	450590	0.419643
Contig006139_C_parapsilosis_CDC317	450713	451237	0.388571
Contig006139_C_parapsilosis_CDC317	451804	453105	0.409370
Contig006139_C_parapsilosis_CDC317	453186	454070	0.412429
Contig006139_C_parapsilosis_CDC317	454251	454700	0.393333
Contig006139_C_parapsilosis_CDC317	454822	456099	0.370892
Contig006139_C_parapsilosis_CDC317	456345	457463	0.406613
Contig006139_C_parapsilosis_CDC317	457602	458105	0.384921
Contig006139_C_parapsilosis_CDC317	458221	459465	0.412851
Contig006139_C_parapsilosis_CDC317	459483	460139	0.398782
Contig006139_C_parapsilosis_CDC317	460326	460819	0.374494
Contig006139_C_parapsilosis_CDC317	461078	461608	0.414313
Contig006139_C_parapsilosis_CDC317	465243	466901	0.386377
Contig006139_C_parapsilosis_CDC317	468980	469291	0.358974
Contig006139_C_parapsilosis_CDC317	469634	470797	0.353093
Contig006139_C_parapsilosis_CDC317	471282	472811	0.395425
Contig006139_C_parapsilosis_CDC317	472975	474378	0.387464
Contig006139_C_parapsilosis_CDC317	475327	475848	0.385057
Contig006139_C_parapsilosis_CDC317	477617	480043	0.430985
Contig006139_C_parapsilosis_CDC317	481167	483908	0.422684
Contig006139_C_parapsilosis_CDC317	486584	488338	0.432479
Contig006139_C_parapsilosis_CDC317	488611	489711	0.400545
Contig006139_C_parapsilosis_CDC317	489872	491263	0.421695
Contig006139_C_parapsilosis_CDC317	492506	493870	0.352381
Contig006139_C_parapsilosis_CDC317	495198	495527	0.363636
Contig006139_C_parapsilosis_CDC317	495785	496597	0.407134
Contig006139_C_parapsilosis_CDC317	497129	497440	0.384615
Contig006139_C_parapsilosis_CDC317	497816	504769	0.380069
Contig006139_C_parapsilosis_CDC317	505743	507878	0.418071
Contig006139_C_parapsilosis_CDC317	508054	509694	0.392444
Contig006139_C_parapsilosis_CDC317	509822	510889	0.380150
Contig006139_C_parapsilosis_CDC317	514866	516224	0.389993
Contig006139_C_parapsilosis_CDC317	518777	521485	0.407161
Contig006139_C_parapsilosis_CDC317	521994	522866	0.376861
Contig006139_C_parapsilosis_CDC317	523129	524829	0.410347
Contig006139_C_parapsilosis_CDC317	526094	529678	0.428173
Contig006139_C_parapsilosis_CDC317	529924	532626	0.386977
Contig006139_C_parapsilosis_CDC317	532986	533612	0.371611
Contig006139_C_parapsilosis_CDC317	533761	534582	0.413625
Contig006139_C_parapsilosis_CDC317	534815	535759	0.336508
Contig006139_C_parapsilosis_CDC317	536722	537522	0.409488
Contig006139_C_parapsilosis_CDC317	538762	540192	0.340321
Contig006139_C_parapsilosis_CDC317	543495	545021	0.390963
Contig006139_C_parapsilosis_CDC317	545598	547319	0.391405
Contig006139_C_parapsilosis_CDC317	547444	548784	0.385533
Contig006139_C_parapsilosis_CDC317	548956	549801	0.388889
Contig006139_C_parapsilosis_CDC317	549874	551583	0.409942
Contig006139_C_parapsilosis_CDC317	551703	552563	0.371661
Contig006139_C_parapsilosis_CDC317	552566	554326	0.362294
Contig006139_C_parapsilosis_CDC317	555504	557941	0.395406
Contig006139_C_parapsilosis_CDC317	557970	558560	0.402707
Contig006139_C_parapsilosis_CDC317	558849	559664	0.431373
Contig006139_C_parapsilosis_CDC317	560687	561484	0.416040
Contig006139_C_parapsilosis_CDC317	563139	563981	0.380783
Contig006139_C_parapsilosis_CDC317	564062	564595	0.355805
Contig006139_C_parapsilosis_CDC317	564797	565597	0.397004
Contig006139_C_parapsilosis_CDC317	565727	568237	0.382716
Contig006139_C_parapsilosis_CDC317	568287	569120	0.392086
Contig006139_C_parapsilosis_CDC317	569620	570576	0.398119
Contig006139_C_parapsilosis_CDC317	570733	571077	0.414493
Contig006139_C_parapsilosis_CDC317	571163	575083	0.409844
Contig006139_C_parapsilosis_CDC317	576728	578137	0.431915
Contig006139_C_parapsilosis_CDC317	578701	580821	0.392268
Contig006139_C_parapsilosis_CDC317	581085	581696	0.336601
Contig006139_C_parapsilosis_CDC317	581861	583072	0.386139
Contig006139_C_parapsilosis_CDC317	585404	587569	0.365189
Contig006139_C_parapsilosis_CDC317	589166	591535	0.420253
Contig006139_C_parapsilosis_CDC317	594503	595549	0.370583
Contig006139_C_parapsilosis_CDC317	595628	595978	0.390313
Contig006139_C_parapsilosis_CDC317	596178	599510	0.394839
Contig006139_C_parapsilosis_CDC317	600717	602270	0.436293
Contig006139_C_parapsilosis_CDC317	602621	604099	0.376606
Contig006139_C_parapsilosis_CDC317	604245	604766	0.369732
Contig006139_C_parapsilosis_CDC317	605120	606721	0.383895
Contig006139_C_parapsilosis_CDC317	606961	607704	0.396505
Contig006139_C_parapsilosis_CDC317	607874	609619	0.387743
Contig006139_C_parapsilosis_CDC317	617067	618926	0.362366
Contig006139_C_parapsilosis_CDC317	619591	620721	0.374889
Contig006139_C_parapsilosis_CDC317	620749	622226	0.387686
Contig006139_C_parapsilosis_CDC317	625074	625775	0.393162
Contig006139_C_parapsilosis_CDC317	626100	628424	0.378925
Contig006139_C_parapsilosis_CDC317	628672	630258	0.398866
Contig006139_C_parapsilosis_CDC317	630268	630990	0.377593
Contig006139_C_parapsilosis_CDC317	631109	633460	0.379677
Contig006139_C_parapsilosis_CDC317	634881	635669	0.414449
Contig006139_C_parapsilosis_CDC317	638279	639100	0.401460
Contig006139_C_parapsilosis_CDC317	642075	642872	0.404762
Contig006139_C_parapsilosis_CDC317	643828	645396	0.412365
Contig006139_C_parapsilosis_CDC317	647876	648835	0.397917
Contig006139_C_parapsilosis_CDC317	649290	653168	0.386698
Contig006139_C_parapsilosis_CDC317	653620	653925	0.388889
Contig006139_C_parapsilosis_CDC317	654151	654684	0.361423
Contig006139_C_parapsilosis_CDC317	655328	657688	0.391783
Contig006139_C_parapsilosis_CDC317	665183	666466	0.408100
Contig006139_C_parapsilosis_CDC317	666509	667315	0.429988
Contig006139_C_parapsilosis_CDC317	667460	671884	0.405198
Contig006139_C_parapsilosis_CDC317	672244	673446	0.394846
Contig006139_C_parapsilosis_CDC317	673514	674689	0.379252
Contig006139_C_parapsilosis_CDC317	674849	675952	0.379529
Contig006139_C_parapsilosis_CDC317	676616	679705	0.388997
Contig006139_C_parapsilosis_CDC317	683976	686672	0.420096
Contig006139_C_parapsilosis_CDC317	688025	690481	0.404965
Contig006139_C_parapsilosis_CDC317	691329	692447	0.442359
Contig006139_C_parapsilosis_CDC317	694762	696159	0.379113
Contig006139_C_parapsilosis_CDC317	696255	696998	0.400538
Contig006139_C_parapsilosis_CDC317	697183	698427	0.404819
Contig006139_C_parapsilosis_CDC317	699678	699989	0.410256
Contig006139_C_parapsilosis_CDC317	700314	702677	0.374365
Contig006139_C_parapsilosis_CDC317	704576	707830	0.406144
Contig006139_C_parapsilosis_CDC317	707962	710673	0.406711
Contig006139_C_parapsilosis_CDC317	712407	714668	0.382847
Contig006139_C_parapsilosis_CDC317	716718	719228	0.387495
Contig006139_C_parapsilosis_CDC317	719275	721212	0.404025
Contig006139_C_parapsilosis_CDC317	722111	722995	0.388701
Contig006139_C_parapsilosis_CDC317	723226	725292	0.368166
Contig006139_C_parapsilosis_CDC317	727013	728614	0.377653
Contig006139_C_parapsilosis_CDC317	728877	729104	0.407895
Contig006139_C_parapsilosis_CDC317	729368	731593	0.425427
Contig006139_C_parapsilosis_CDC317	731844	734351	0.402711
Contig006139_C_parapsilosis_CDC317	734687	737512	0.432413
Contig006139_C_parapsilosis_CDC317	738921	740225	0.382375
Contig006139_C_parapsilosis_CDC317	742330	743787	0.386831
Contig006139_C_parapsilosis_CDC317	745129	748752	0.396247
Contig006139_C_parapsilosis_CDC317	748941	750326	0.401876
Contig006139_C_parapsilosis_CDC317	750636	753017	0.388329
Contig006139_C_parapsilosis_CDC317	755364	755675	0.387821
Contig006139_C_parapsilosis_CDC317	755693	757567	0.368533
Contig006139_C_parapsilosis_CDC317	757632	759905	0.386983
Contig006139_C_parapsilosis_CDC317	759987	761024	0.409441
Contig006139_C_parapsilosis_CDC317	761411	762292	0.414966
Contig006139_C_parapsilosis_CDC317	766374	770729	0.418733
Contig006139_C_parapsilosis_CDC317	771107	772381	0.392157
Contig006139_C_parapsilosis_CDC317	773335	774045	0.399437
Contig006139_C_parapsilosis_CDC317	774655	776787	0.409283
Contig006139_C_parapsilosis_CDC317	776862	777932	0.397759
Contig006139_C_parapsilosis_CDC317	777944	779356	0.384289
Contig006139_C_parapsilosis_CDC317	779561	780283	0.403873
Contig006139_C_parapsilosis_CDC317	781182	782303	0.410873
